"play_id","penaltySeverity","penaltyMinutes"
"2010020009_261","Minor",2
"2010020009_275","Minor",2
"2010020009_276","Misconduct",10
"2010020009_284","Minor",2
"2010020009_299","Minor",2
"2010020009_300","Major",5
"2010020009_301","Major",5
"2010020009_305","Bench Minor",2
"2010020009_312","Minor",2
"2010020471_12","Minor",2
"2011020741_67","Minor",2
"2011020741_68","Minor",2
"2011020741_102","Minor",2
"2011020741_109","Minor",2
"2011020741_151","Minor",2
"2011020741_242","Minor",2
"2011020810_113","Minor",2
"2011020810_115","Minor",2
"2011020810_141","Minor",2
"2011020810_154","Minor",2
"2011020810_189","Minor",2
"2011020810_190","Minor",2
"2011020810_204","Minor",2
"2011020810_205","Minor",2
"2011020810_206","Minor",2
"2011020810_266","Minor",2
"2011020810_274","Misconduct",10
"2010020501_14","Minor",2
"2010020501_89","Minor",2
"2010020501_131","Minor",2
"2010020501_134","Minor",2
"2010020501_140","Minor",2
"2010020501_162","Minor",2
"2011020207_60","Minor",2
"2011020207_85","Minor",2
"2011020207_110","Minor",2
"2011020207_134","Minor",2
"2011020207_139","Minor",2
"2011020207_207","Minor",2
"2011020207_268","Minor",2
"2011020207_277","Minor",2
"2011020207_278","Misconduct",10
"2011020207_279","Minor",2
"2010020236_18","Minor",2
"2010020236_49","Minor",2
"2010020236_76","Minor",2
"2010020236_107","Minor",2
"2010020236_121","Minor",2
"2010020236_141","Minor",2
"2010020236_160","Minor",2
"2010020236_212","Minor",2
"2010020236_279","Minor",2
"2010020236_285","Minor",2
"2010020236_306","Minor",2
"2010020236_307","Minor",2
"2010020236_308","Misconduct",10
"2010020236_309","Minor",2
"2010020236_310","Minor",2
"2010020236_311","Misconduct",10
"2010020236_312","Misconduct",10
"2010020252_17","Major",5
"2010020252_18","Major",5
"2010020252_99","Bench Minor",2
"2010020252_173","Major",5
"2010020252_174","Minor",2
"2010020252_175","Major",5
"2010020252_199","Minor",2
"2010020252_234","Minor",2
"2010020252_241","Minor",2
"2010020252_265","Minor",2
"2010020252_266","Minor",2
"2010020252_267","Minor",2
"2010020252_280","Major",5
"2010020252_281","Minor",2
"2010020252_282","Minor",2
"2010020252_283","Major",5
"2010020252_284","Minor",2
"2010020252_285","Game Misconduct",10
"2011021127_10","Minor",2
"2011021127_16","Minor",2
"2011021127_39","Minor",2
"2011021127_106","Minor",2
"2011021127_135","Penalty Shot",0
"2011021127_145","Minor",2
"2011021127_146","Minor",2
"2011021127_179","Minor",2
"2011021127_201","Minor",2
"2011021127_202","Minor",2
"2011021127_204","Minor",2
"2011021127_215","Minor",2
"2011021127_240","Minor",2
"2011021127_256","Minor",2
"2011021127_278","Minor",2
"2011020745_179","Minor",2
"2011020745_183","Minor",2
"2011020745_231","Minor",2
"2011020745_242","Minor",2
"2011020745_251","Minor",2
"2011020745_263","Minor",2
"2010020280_18","Minor",2
"2010020280_69","Minor",2
"2010020280_106","Minor",2
"2010020280_114","Minor",2
"2010020280_192","Minor",2
"2010020280_207","Major",5
"2010020280_208","Major",5
"2010020280_227","Minor",2
"2010020280_299","Minor",2
"2010020277_86","Minor",2
"2010020277_152","Minor",2
"2010020277_179","Minor",2
"2010020277_180","Minor",2
"2010020277_257","Minor",2
"2010020277_267","Minor",2
"2010020277_294","Minor",2
"2011020720_141","Minor",2
"2011020720_250","Major",5
"2011020720_251","Game Misconduct",10
"2010020412_34","Minor",2
"2010020412_114","Minor",2
"2010020412_174","Minor",2
"2010020412_191","Bench Minor",2
"2010020506_5","Major",5
"2010020506_6","Major",5
"2010020506_27","Minor",2
"2010020506_35","Minor",2
"2010020506_41","Minor",2
"2010020506_61","Minor",2
"2010020506_94","Minor",2
"2010020506_127","Minor",2
"2010020506_296","Major",5
"2010020506_297","Minor",2
"2010020506_298","Minor",2
"2010020506_299","Major",5
"2010020506_300","Game Misconduct",10
"2010020506_301","Major",5
"2010020506_302","Game Misconduct",10
"2010020506_303","Game Misconduct",10
"2010020506_304","Match",10
"2010020506_305","Major",5
"2010020506_306","Major",5
"2010020506_307","Game Misconduct",10
"2010020506_308","Minor",2
"2010020506_309","Major",5
"2010020506_310","Game Misconduct",10
"2010020506_313","Bench Minor",2
"2011020208_43","Major",5
"2011020208_44","Major",5
"2011020208_95","Minor",2
"2011020208_126","Minor",2
"2011020208_160","Minor",2
"2011020208_166","Minor",2
"2011020208_208","Minor",2
"2011020208_237","Minor",2
"2011021113_45","Minor",2
"2011021113_61","Minor",2
"2011021113_112","Minor",2
"2011021113_125","Minor",2
"2011021113_160","Minor",2
"2011021113_162","Minor",2
"2011021113_211","Minor",2
"2011021113_233","Minor",2
"2011020310_38","Minor",2
"2011020310_90","Minor",2
"2011020310_96","Bench Minor",2
"2011020310_167","Minor",2
"2011020310_195","Minor",2
"2011020310_204","Minor",2
"2011020310_217","Minor",2
"2010020664_18","Minor",2
"2010020664_24","Bench Minor",2
"2010020664_69","Minor",2
"2010020664_82","Minor",2
"2010020664_160","Minor",2
"2010020664_171","Minor",2
"2010020664_175","Minor",2
"2010020664_210","Minor",2
"2010020664_247","Minor",2
"2010020664_370","Minor",2
"2010020664_371","Minor",2
"2010020664_372","Misconduct",10
"2011020762_67","Minor",2
"2011020762_156","Minor",2
"2011020762_213","Minor",2
"2011020762_267","Minor",2
"2011020454_21","Minor",2
"2011020454_46","Minor",2
"2011020454_65","Minor",2
"2011020454_84","Minor",2
"2011020454_86","Minor",2
"2011020454_99","Minor",2
"2011020454_118","Minor",2
"2011020454_142","Minor",2
"2011020454_182","Minor",2
"2011020454_198","Minor",2
"2011020454_205","Minor",2
"2011020454_207","Minor",2
"2011020454_235","Minor",2
"2011020454_275","Minor",2
"2011020454_283","Minor",2
"2010020196_56","Minor",2
"2010020196_78","Minor",2
"2010020196_147","Minor",2
"2010020196_165","Major",5
"2010020196_166","Major",5
"2010020196_182","Minor",2
"2010020196_198","Minor",2
"2010020196_204","Minor",2
"2010020196_232","Minor",2
"2010020196_269","Minor",2
"2010020196_337","Minor",2
"2011020420_16","Minor",2
"2011020420_35","Minor",2
"2011020420_50","Minor",2
"2011020420_120","Minor",2
"2011020420_145","Minor",2
"2011020420_152","Minor",2
"2011020420_160","Minor",2
"2011020420_191","Minor",2
"2011020536_10","Minor",2
"2011020536_51","Minor",2
"2011020536_88","Minor",2
"2011020536_111","Minor",2
"2011020536_112","Minor",2
"2011020536_113","Misconduct",10
"2011020536_114","Misconduct",10
"2011020536_115","Misconduct",10
"2011020536_116","Misconduct",10
"2011020536_117","Minor",2
"2011020536_132","Minor",2
"2011020536_150","Bench Minor",2
"2011020145_27","Minor",2
"2011020145_81","Minor",2
"2011020145_159","Minor",2
"2011020145_188","Minor",2
"2011020145_238","Minor",2
"2011020145_292","Minor",2
"2011020145_312","Minor",2
"2011020145_314","Minor",2
"2011020428_7","Minor",2
"2011020428_37","Minor",2
"2011020428_68","Minor",2
"2011020428_77","Bench Minor",2
"2011020428_80","Minor",2
"2011020428_85","Minor",2
"2011020428_96","Minor",2
"2011020428_131","Minor",2
"2011020428_150","Minor",2
"2011020428_199","Minor",2
"2011020428_231","Minor",2
"2010021120_5","Major",5
"2010021120_6","Major",5
"2010021120_10","Major",5
"2010021120_11","Major",5
"2010021120_31","Minor",2
"2010021120_87","Minor",2
"2010021120_158","Minor",2
"2010021120_180","Minor",2
"2010021120_265","Minor",2
"2010021120_281","Major",5
"2010021120_282","Major",5
"2010021120_284","Misconduct",10
"2010020671_14","Major",5
"2010020671_15","Major",5
"2010020671_21","Minor",2
"2010020671_40","Minor",2
"2010020671_86","Minor",2
"2010020671_135","Minor",2
"2010020671_183","Minor",2
"2010020671_206","Minor",2
"2010020671_223","Major",5
"2010020671_224","Major",5
"2010020671_281","Minor",2
"2010020671_337","Minor",2
"2010020671_338","Minor",2
"2011020613_28","Minor",2
"2011020613_83","Minor",2
"2011020613_113","Minor",2
"2011020613_118","Major",5
"2011020613_119","Major",5
"2011020613_171","Minor",2
"2011020613_174","Minor",2
"2011020613_178","Misconduct",10
"2011020613_195","Misconduct",10
"2011020613_196","Misconduct",10
"2011020613_198","Major",5
"2011020613_199","Major",5
"2011020613_205","Minor",2
"2011020613_227","Minor",2
"2011020613_253","Major",5
"2010020240_111","Minor",2
"2010020240_112","Minor",2
"2010020240_127","Minor",2
"2010020240_184","Major",5
"2010020240_185","Major",5
"2010020240_187","Minor",2
"2010020240_193","Minor",2
"2010020240_209","Minor",2
"2010020240_210","Minor",2
"2010020240_211","Minor",2
"2010020240_247","Minor",2
"2010020240_273","Minor",2
"2010020240_279","Minor",2
"2010020240_280","Minor",2
"2010020240_317","Minor",2
"2010021166_30","Major",5
"2010021166_31","Major",5
"2010021166_65","Minor",2
"2010021166_70","Minor",2
"2010021166_71","Minor",2
"2010021166_85","Minor",2
"2010021166_89","Minor",2
"2010021166_100","Minor",2
"2010021166_107","Minor",2
"2010021166_110","Minor",2
"2010021166_126","Minor",2
"2010021166_143","Major",5
"2010021166_144","Major",5
"2010021166_180","Minor",2
"2010021166_184","Minor",2
"2010021166_294","Minor",2
"2010021166_314","Minor",2
"2010021092_22","Minor",2
"2010021092_36","Minor",2
"2010021092_52","Minor",2
"2010021092_101","Minor",2
"2010021092_108","Minor",2
"2010021092_115","Minor",2
"2010021092_222","Minor",2
"2010020862_18","Minor",2
"2010020862_135","Minor",2
"2010020862_195","Major",5
"2010020862_196","Minor",2
"2010020862_197","Major",5
"2010020862_198","Misconduct",10
"2010020862_199","Minor",2
"2010020862_205","Minor",2
"2010020862_256","Minor",2
"2010020862_259","Minor",2
"2010020862_260","Minor",2
"2010020222_49","Minor",2
"2010020222_130","Penalty Shot",0
"2010020222_155","Minor",2
"2010020222_177","Minor",2
"2010020222_192","Minor",2
"2011020497_46","Minor",2
"2011020497_61","Minor",2
"2011020497_82","Minor",2
"2011020497_172","Minor",2
"2011020497_223","Minor",2
"2011020497_236","Minor",2
"2011020497_305","Minor",2
"2011020497_311","Minor",2
"2011020497_312","Minor",2
"2010020112_34","Minor",2
"2010020112_58","Minor",2
"2010020112_93","Minor",2
"2010020112_117","Minor",2
"2010020112_151","Minor",2
"2010020112_160","Minor",2
"2010020112_182","Minor",2
"2010020112_197","Minor",2
"2010020112_243","Minor",2
"2010020112_273","Minor",2
"2010020112_332","Minor",2
"2010021018_44","Minor",2
"2010021018_122","Minor",2
"2010021018_130","Minor",2
"2010021018_146","Minor",2
"2010021018_157","Minor",2
"2010021018_170","Minor",2
"2010021018_189","Minor",2
"2010021018_190","Minor",2
"2010021018_210","Minor",2
"2010021018_229","Major",5
"2010021018_230","Major",5
"2010021018_239","Minor",2
"2010020572_98","Minor",2
"2010020572_114","Minor",2
"2010020572_221","Minor",2
"2010020572_222","Minor",2
"2010020572_324","Minor",2
"2010020572_330","Bench Minor",2
"2010020747_7","Minor",2
"2010020747_11","Minor",2
"2010020747_19","Minor",2
"2010020747_45","Minor",2
"2010020747_54","Minor",2
"2010020747_55","Minor",2
"2010020747_70","Minor",2
"2010020747_115","Minor",2
"2010020747_130","Minor",4
"2010020747_150","Minor",2
"2010020747_223","Minor",2
"2010020747_243","Minor",2
"2010020747_282","Minor",2
"2010020747_283","Minor",2
"2010020453_27","Minor",2
"2010020453_153","Minor",2
"2010020453_175","Minor",2
"2010020453_196","Minor",2
"2010020453_211","Minor",2
"2010020453_217","Minor",2
"2010020453_240","Minor",2
"2010020453_257","Minor",2
"2011021015_50","Minor",2
"2011021015_114","Minor",2
"2011021015_161","Minor",2
"2011021015_222","Minor",2
"2010020609_66","Minor",2
"2010020609_87","Minor",2
"2010020609_160","Minor",2
"2010020609_175","Minor",2
"2010020609_188","Minor",2
"2010020609_196","Minor",2
"2010020609_226","Minor",2
"2010020609_243","Minor",2
"2010020609_266","Minor",2
"2010020609_271","Minor",2
"2010020609_332","Minor",2
"2011021058_52","Minor",2
"2011021058_85","Major",5
"2011021058_86","Major",5
"2011021058_95","Minor",2
"2011021058_191","Minor",2
"2011021058_255","Minor",2
"2011021058_261","Bench Minor",2
"2010021204_26","Minor",2
"2010021204_50","Minor",2
"2010021204_86","Minor",2
"2010021204_106","Minor",2
"2010021204_125","Minor",2
"2010021204_217","Minor",2
"2010021204_263","Minor",2
"2010021204_265","Misconduct",10
"2011020408_34","Minor",2
"2011020408_45","Minor",2
"2011020408_62","Minor",2
"2011020408_139","Minor",2
"2011020408_146","Minor",2
"2011020408_160","Minor",2
"2011020408_161","Minor",2
"2011020408_176","Minor",2
"2011020408_182","Minor",2
"2011020408_183","Minor",2
"2011020408_184","Minor",2
"2011020408_185","Minor",2
"2011020408_186","Minor",2
"2011020408_187","Minor",2
"2011020408_188","Minor",2
"2011020408_189","Minor",2
"2011020408_190","Minor",2
"2011020408_191","Misconduct",10
"2011020408_192","Misconduct",10
"2011020408_199","Minor",2
"2011020408_200","Minor",2
"2011020408_231","Minor",2
"2011020408_275","Minor",2
"2011020408_290","Minor",2
"2010020387_7","Minor",2
"2010020387_62","Minor",2
"2010020387_63","Minor",2
"2010020387_74","Minor",2
"2010020387_92","Minor",2
"2010020387_121","Minor",2
"2010020387_132","Minor",2
"2010020387_172","Minor",2
"2010020387_178","Minor",2
"2010020387_191","Minor",2
"2010020387_378","Minor",2
"2010020031_61","Bench Minor",2
"2010020031_83","Minor",2
"2010020031_94","Minor",2
"2010020031_121","Minor",2
"2010020031_191","Minor",2
"2010020031_211","Minor",2
"2010020031_263","Minor",2
"2010020031_282","Minor",2
"2010020031_283","Minor",2
"2010020481_76","Minor",2
"2010020481_112","Minor",2
"2010020481_161","Minor",2
"2010020481_190","Minor",2
"2010020481_246","Minor",2
"2010020481_287","Minor",2
"2011020803_16","Minor",2
"2011020803_108","Minor",2
"2011020803_113","Minor",2
"2011020803_114","Minor",2
"2011020803_158","Minor",2
"2011020803_213","Minor",2
"2011020803_232","Minor",2
"2011021045_69","Minor",2
"2011021045_200","Minor",2
"2011021045_210","Minor",2
"2011021045_240","Minor",2
"2011021045_258","Minor",2
"2011021045_261","Minor",2
"2010021119_33","Minor",2
"2010021119_46","Minor",2
"2010021119_84","Minor",2
"2010021119_122","Minor",2
"2010021119_190","Minor",2
"2010021119_249","Minor",2
"2010021119_289","Minor",2
"2011020469_26","Minor",2
"2011020469_105","Minor",2
"2011020469_126","Minor",2
"2011020469_190","Minor",2
"2011020469_201","Minor",2
"2011020469_225","Minor",2
"2011020469_243","Minor",2
"2010020436_14","Minor",2
"2010020436_29","Minor",2
"2010020436_45","Minor",2
"2010020436_51","Minor",2
"2010020436_57","Minor",2
"2010020436_137","Major",5
"2010020436_138","Major",5
"2010020436_147","Minor",2
"2010020436_169","Minor",2
"2010020436_180","Minor",2
"2010020436_227","Major",5
"2010020436_228","Major",5
"2010020436_231","Minor",2
"2010020436_259","Minor",2
"2010020436_268","Minor",2
"2010020436_298","Minor",4
"2010020436_346","Minor",2
"2010020653_38","Major",5
"2010020653_39","Major",5
"2010020653_59","Minor",2
"2010020653_60","Minor",2
"2010020653_118","Minor",2
"2010020653_159","Minor",2
"2010020653_214","Minor",2
"2010020653_224","Minor",2
"2010020653_265","Minor",2
"2010020653_278","Minor",2
"2010020653_281","Minor",2
"2010020653_303","Minor",2
"2010020653_331","Minor",2
"2011020872_39","Minor",2
"2011020872_59","Minor",2
"2011020872_126","Minor",2
"2011020872_198","Minor",2
"2010021013_34","Minor",2
"2010021013_79","Minor",2
"2010021013_99","Minor",2
"2010021013_209","Minor",2
"2010021013_258","Minor",2
"2011021020_12","Major",5
"2011021020_13","Minor",2
"2011021020_14","Major",5
"2011021020_41","Minor",2
"2011021020_84","Minor",2
"2011021020_105","Minor",2
"2011021020_117","Major",5
"2011021020_118","Major",5
"2011021020_162","Minor",2
"2011021020_174","Minor",2
"2011021020_175","Minor",2
"2011021020_176","Minor",2
"2011021020_222","Minor",2
"2011021020_224","Minor",2
"2011021020_254","Minor",2
"2011021020_255","Minor",2
"2011021020_256","Minor",2
"2011021020_279","Minor",2
"2011021020_280","Misconduct",10
"2011020275_36","Minor",2
"2011020275_52","Minor",2
"2011020275_66","Minor",2
"2011020275_116","Minor",2
"2011020275_144","Minor",2
"2011020275_186","Minor",2
"2011020275_211","Minor",2
"2011020275_237","Minor",2
"2011020275_277","Minor",2
"2011020275_280","Minor",2
"2010020165_39","Major",5
"2010020165_40","Major",5
"2010020165_108","Minor",2
"2010020165_136","Minor",2
"2010020165_180","Minor",2
"2010020165_187","Minor",2
"2010020165_217","Minor",2
"2010020165_252","Minor",2
"2010020165_281","Minor",2
"2010020165_325","Minor",2
"2010020971_25","Minor",2
"2010020971_69","Minor",2
"2010020971_147","Minor",4
"2010020971_169","Penalty Shot",0
"2010020971_187","Bench Minor",2
"2010020971_223","Minor",2
"2010020971_242","Minor",2
"2010020971_247","Minor",2
"2010020971_257","Minor",2
"2010020971_270","Penalty Shot",0
"2010020971_284","Minor",2
"2011020237_61","Minor",2
"2011020237_149","Minor",2
"2011020237_169","Minor",2
"2011020237_209","Minor",2
"2011020237_220","Minor",2
"2011020237_230","Minor",2
"2011020237_236","Minor",2
"2011020237_276","Minor",2
"2011020314_14","Major",5
"2011020314_15","Major",5
"2011020314_29","Minor",2
"2011020314_40","Minor",2
"2011020314_61","Minor",2
"2011020314_177","Minor",2
"2011020314_295","Minor",2
"2011020314_313","Minor",2
"2011020256_28","Minor",2
"2011020256_39","Minor",2
"2011020256_73","Minor",2
"2011020256_248","Minor",2
"2011020256_252","Minor",2
"2011020256_256","Bench Minor",2
"2011020256_261","Minor",2
"2011020256_294","Minor",2
"2011020256_304","Minor",2
"2011020256_305","Minor",2
"2011020256_306","Minor",2
"2011020256_307","Minor",2
"2011020256_316","Minor",2
"2011020095_16","Minor",2
"2011020095_74","Minor",2
"2011020095_118","Minor",2
"2011020095_180","Minor",2
"2011020095_190","Minor",2
"2011020095_262","Minor",2
"2011020095_271","Minor",2
"2011020199_22","Major",5
"2011020199_23","Major",5
"2011020199_136","Minor",2
"2011020199_190","Minor",2
"2011020199_319","Minor",2
"2011020990_13","Major",5
"2011020990_14","Major",5
"2011020990_74","Minor",2
"2011020990_87","Minor",2
"2011020990_108","Minor",2
"2011020990_179","Minor",2
"2011020990_185","Minor",2
"2011020990_218","Minor",2
"2011020990_238","Minor",2
"2011021123_54","Minor",2
"2011021123_62","Minor",2
"2011021123_63","Minor",2
"2011021123_68","Minor",2
"2011021123_190","Minor",2
"2011021123_197","Minor",2
"2011020269_22","Minor",2
"2011020269_127","Major",5
"2011020269_128","Major",5
"2011020269_161","Minor",2
"2011020269_198","Minor",2
"2011020269_252","Minor",2
"2011020269_261","Minor",2
"2011020269_262","Minor",2
"2011020269_273","Minor",2
"2011020269_324","Minor",2
"2011020269_345","Minor",2
"2011020335_18","Major",5
"2011020335_19","Major",5
"2011020335_148","Minor",2
"2011020335_160","Minor",2
"2011020335_201","Minor",2
"2011020335_269","Minor",2
"2011020846_132","Minor",2
"2011020846_149","Minor",2
"2011020846_179","Minor",2
"2011020846_259","Minor",2
"2010020018_31","Bench Minor",2
"2010020018_132","Minor",2
"2010020018_155","Minor",2
"2010020018_166","Minor",2
"2010020018_168","Minor",2
"2010020018_173","Minor",2
"2010020018_184","Minor",2
"2010020018_195","Minor",2
"2010020018_199","Minor",2
"2010020018_202","Minor",2
"2010020018_244","Minor",2
"2010020018_280","Minor",2
"2010020018_305","Minor",2
"2010021060_45","Minor",2
"2010021060_76","Minor",2
"2010021060_91","Major",5
"2010021060_92","Game Misconduct",10
"2010021060_132","Minor",2
"2010021060_139","Minor",2
"2010021060_258","Minor",2
"2010021060_320","Minor",2
"2010020361_20","Minor",2
"2010020361_41","Bench Minor",2
"2010020361_63","Minor",2
"2010020361_88","Minor",2
"2010020361_178","Minor",2
"2010020361_290","Minor",2
"2011020953_30","Minor",2
"2011020953_109","Minor",2
"2011020953_159","Minor",2
"2011020953_165","Minor",2
"2011020953_212","Minor",2
"2011020953_272","Minor",2
"2011020953_289","Minor",4
"2011020953_307","Minor",2
"2011020953_308","Minor",2
"2010020756_51","Minor",2
"2010020756_195","Minor",2
"2011021210_42","Minor",2
"2011021210_84","Major",5
"2011021210_85","Game Misconduct",10
"2011021210_116","Minor",2
"2011021210_139","Minor",2
"2011021210_162","Minor",2
"2011021210_163","Minor",2
"2011021210_164","Minor",2
"2011021210_245","Minor",2
"2011021210_280","Minor",2
"2011021210_281","Minor",2
"2011021210_282","Minor",2
"2011021210_283","Minor",2
"2010020875_11","Minor",2
"2010020875_65","Minor",2
"2010020875_75","Minor",2
"2010020875_76","Minor",2
"2010020875_81","Minor",2
"2010020875_141","Minor",2
"2010020875_145","Minor",2
"2010020875_234","Minor",2
"2010020875_251","Minor",2
"2011021212_21","Minor",2
"2011021212_49","Minor",2
"2011021212_54","Minor",2
"2011021212_112","Minor",2
"2011021212_117","Minor",2
"2011021212_119","Minor",2
"2011021212_159","Minor",2
"2011021212_169","Minor",2
"2011021212_210","Minor",2
"2011021212_211","Minor",2
"2011021212_228","Minor",2
"2011021212_237","Minor",2
"2011021212_238","Minor",2
"2011021212_276","Minor",2
"2010021211_27","Minor",2
"2010021211_56","Minor",2
"2010021211_71","Bench Minor",2
"2010021211_126","Minor",2
"2010020571_46","Minor",2
"2010020571_49","Minor",2
"2010020571_83","Minor",2
"2010020571_109","Minor",2
"2010020571_134","Minor",2
"2010020422_10","Minor",2
"2010020422_55","Minor",2
"2010020422_82","Minor",2
"2010020422_108","Minor",2
"2010020422_155","Minor",2
"2010020422_182","Minor",2
"2010020422_248","Minor",2
"2010020422_262","Minor",2
"2010020422_274","Minor",2
"2010020484_26","Minor",2
"2010020484_97","Minor",2
"2010020484_133","Minor",2
"2010020484_144","Minor",2
"2010020484_174","Minor",2
"2010020484_187","Minor",2
"2010020484_188","Minor",2
"2010020484_224","Minor",2
"2010020484_249","Minor",2
"2010020484_261","Minor",2
"2010020484_275","Minor",2
"2010020484_300","Minor",2
"2010020484_313","Minor",2
"2011020875_23","Minor",2
"2011020875_38","Minor",2
"2011020875_45","Minor",2
"2011020875_110","Minor",2
"2011020875_278","Major",5
"2011020875_279","Minor",2
"2011020875_280","Misconduct",10
"2011020875_281","Major",5
"2011020875_282","Minor",2
"2011020875_284","Misconduct",10
"2010020107_70","Minor",2
"2010020107_84","Minor",2
"2010020107_123","Minor",2
"2010020107_181","Minor",2
"2010020107_209","Major",5
"2010020107_271","Minor",2
"2010020564_79","Minor",2
"2010020564_125","Minor",2
"2010020564_161","Minor",2
"2010020564_169","Minor",2
"2010020564_177","Minor",2
"2010020564_188","Bench Minor",2
"2010020564_226","Minor",2
"2010020564_258","Minor",2
"2010020564_312","Minor",2
"2010020564_326","Misconduct",10
"2010020564_327","Minor",2
"2010020564_328","Minor",2
"2010020564_329","Misconduct",10
"2010020564_331","Minor",2
"2011020187_64","Minor",2
"2011020187_92","Minor",2
"2011020187_93","Major",5
"2011020187_102","Minor",2
"2011020187_160","Minor",2
"2011020187_255","Minor",2
"2010020060_6","Minor",2
"2010020060_31","Minor",2
"2010020060_106","Minor",2
"2010020060_116","Minor",2
"2010020060_153","Minor",2
"2010020060_172","Minor",2
"2010020060_196","Minor",2
"2010020060_199","Minor",2
"2010020060_221","Minor",2
"2010020060_232","Minor",2
"2010020060_319","Minor",2
"2010020723_124","Minor",2
"2010020723_134","Minor",2
"2010020723_153","Minor",2
"2010020723_155","Minor",2
"2011020937_58","Minor",2
"2011020937_80","Minor",2
"2011020937_99","Minor",2
"2011020937_194","Minor",2
"2011020937_258","Minor",2
"2011020937_278","Minor",2
"2011020937_329","Minor",2
"2010021014_10","Minor",2
"2010021014_35","Minor",2
"2010021014_106","Minor",2
"2010021014_135","Minor",2
"2010021014_178","Minor",2
"2010021014_183","Minor",2
"2010021014_184","Minor",2
"2010021014_214","Minor",2
"2010021014_215","Minor",2
"2010021014_221","Minor",2
"2010021014_254","Minor",2
"2010021014_264","Minor",2
"2010021014_274","Minor",2
"2010021014_292","Minor",2
"2010021014_317","Minor",2
"2010021014_326","Minor",2
"2010021014_342","Minor",2
"2010021014_359","Minor",2
"2010021014_360","Minor",2
"2010020409_71","Major",5
"2010020409_72","Major",5
"2010020409_95","Minor",2
"2010020409_101","Minor",2
"2010020409_145","Minor",2
"2010020409_153","Minor",2
"2010020409_233","Bench Minor",2
"2010020409_283","Minor",2
"2010020409_297","Minor",2
"2010020007_22","Minor",2
"2010020007_23","Minor",2
"2010020007_61","Minor",2
"2010020007_81","Minor",2
"2010020007_82","Minor",2
"2010020007_128","Minor",2
"2011020297_20","Minor",2
"2011020297_40","Minor",2
"2011020297_85","Minor",4
"2011020297_92","Minor",2
"2011020297_130","Minor",2
"2011020297_215","Minor",2
"2011020297_217","Minor",2
"2011020297_223","Minor",2
"2011020297_228","Minor",2
"2011020297_269","Minor",2
"2011020297_289","Minor",2
"2011020297_290","Minor",2
"2011020297_291","Minor",2
"2011020297_292","Minor",2
"2011020268_83","Minor",2
"2011020268_107","Minor",2
"2011020268_167","Minor",2
"2011020268_176","Minor",2
"2011020268_177","Minor",2
"2011020268_178","Minor",2
"2011020268_284","Minor",2
"2010020088_26","Minor",2
"2010020088_44","Major",5
"2010020088_45","Minor",2
"2010020088_46","Misconduct",10
"2010020088_47","Major",5
"2010020088_127","Minor",2
"2010020088_162","Minor",2
"2010020088_188","Minor",2
"2010020999_48","Minor",2
"2010020999_173","Minor",2
"2010020999_206","Minor",2
"2010020999_257","Minor",2
"2010020999_296","Minor",2
"2011020800_116","Minor",2
"2011020800_132","Minor",2
"2011020800_176","Major",5
"2011020800_177","Major",5
"2011020800_217","Minor",2
"2011020800_236","Minor",2
"2011020800_296","Minor",2
"2011020800_297","Minor",2
"2010020639_54","Minor",2
"2010020639_73","Minor",2
"2010020639_118","Minor",2
"2010020639_157","Minor",2
"2010020639_171","Minor",2
"2011020631_107","Minor",2
"2011020631_116","Minor",2
"2011020631_183","Minor",2
"2011020631_238","Minor",2
"2011020631_270","Minor",2
"2011020631_271","Minor",2
"2011020631_272","Minor",2
"2011020631_279","Minor",2
"2011020631_299","Minor",2
"2011020595_132","Minor",2
"2011020595_153","Minor",2
"2011020595_197","Minor",2
"2011020595_269","Minor",2
"2011020595_270","Minor",2
"2011020595_292","Minor",2
"2011020595_316","Minor",2
"2011020595_324","Minor",2
"2010020555_134","Minor",2
"2010020555_146","Minor",2
"2010020555_204","Minor",2
"2010020555_220","Minor",2
"2010020555_337","Minor",2
"2010020555_348","Minor",2
"2011020724_34","Major",5
"2011020724_35","Major",5
"2011020724_103","Minor",2
"2011020724_131","Major",5
"2011020724_132","Major",5
"2011020724_159","Minor",2
"2011020724_185","Minor",2
"2011020724_219","Minor",2
"2011020724_237","Minor",2
"2011020724_290","Minor",2
"2010020842_58","Minor",2
"2010020842_98","Minor",2
"2010020842_111","Minor",2
"2010020842_148","Minor",2
"2010020842_240","Minor",2
"2010020842_276","Minor",2
"2011021029_77","Minor",2
"2011021029_99","Minor",2
"2011021029_112","Minor",2
"2011021029_114","Misconduct",10
"2011021029_137","Minor",2
"2011021029_220","Minor",2
"2011021029_221","Minor",2
"2011021029_242","Minor",4
"2011021029_263","Minor",2
"2011020200_13","Major",5
"2011020200_14","Major",5
"2011020200_50","Minor",2
"2011020200_61","Minor",2
"2011020200_106","Minor",2
"2011020200_144","Minor",2
"2011020200_228","Minor",2
"2011020088_14","Minor",2
"2011020088_27","Minor",2
"2011020088_76","Major",5
"2011020088_77","Major",5
"2011020088_78","Minor",2
"2011020088_110","Minor",2
"2011020088_115","Minor",2
"2011020088_169","Minor",2
"2010020649_7","Minor",2
"2010020649_101","Minor",2
"2010020649_156","Minor",2
"2010020649_171","Minor",2
"2010020649_195","Minor",2
"2010020649_202","Minor",2
"2011020267_52","Minor",2
"2011020267_76","Minor",2
