"play_id","strength","gameWinningGoal","emptyNet"
"2015020231_82","Even",FALSE,FALSE
"2015020231_96","Even",FALSE,FALSE
"2015020231_150","Even",FALSE,FALSE
"2015020231_174","Even",TRUE,FALSE
"2015020231_203","Power Play",FALSE,FALSE
"2015020231_242","Power Play",FALSE,FALSE
"2015020231_306","Even",FALSE,TRUE
"2016020566_12","Power Play",FALSE,FALSE
"2016020566_50","Power Play",FALSE,FALSE
"2016020566_75","Even",FALSE,FALSE
"2016020566_105","Even",FALSE,FALSE
"2016020566_123","Even",FALSE,FALSE
"2016020566_198","Power Play",FALSE,FALSE
"2016020566_241","Even",FALSE,FALSE
"2016020566_252","Even",FALSE,FALSE
"2016020566_283","Even",FALSE,FALSE
"2016020566_296","Even",FALSE,FALSE
"2016020566_334","Even",TRUE,FALSE
"2017020676_149","Even",FALSE,FALSE
"2017020676_160","Even",FALSE,FALSE
"2017020676_207","Even",FALSE,FALSE
"2017020676_233","Even",FALSE,FALSE
"2017020676_303","Even",TRUE,FALSE
"2015020217_51","Even",TRUE,FALSE
"2015020217_53","Even",FALSE,FALSE
"2015020217_208","Even",FALSE,FALSE
"2015021105_97","Even",FALSE,FALSE
"2015021105_146","Even",FALSE,FALSE
"2015021105_148","Even",FALSE,FALSE
"2015021105_209","Power Play",TRUE,FALSE
"2015021105_239","Even",FALSE,FALSE
"2015021105_253","Even",FALSE,FALSE
"2015021105_276","Even",FALSE,FALSE
"2016020601_78","Even",FALSE,FALSE
"2016020601_81","Even",TRUE,FALSE
"2016020601_118","Even",FALSE,FALSE
"2016020601_268","Even",FALSE,FALSE
"2015020041_18","Even",FALSE,FALSE
"2015020041_153","Even",FALSE,FALSE
"2015020041_254","Even",TRUE,FALSE
"2015020041_258","Even",FALSE,FALSE
"2015020041_274","Even",FALSE,TRUE
"2017021263_5","Even",FALSE,FALSE
"2017021263_99","Even",FALSE,FALSE
"2017021263_132","Even",FALSE,FALSE
"2017021263_302","Even",FALSE,FALSE
"2017021263_355","Even",TRUE,FALSE
"2017020763_53","Even",FALSE,FALSE
"2017020763_189","Even",TRUE,FALSE
"2017020763_242","Even",FALSE,FALSE
"2017020763_247","Even",FALSE,FALSE
"2017020763_305","Even",FALSE,TRUE
"2016020809_86","Short Handed",FALSE,FALSE
"2016020809_102","Even",FALSE,TRUE
"2016020809_176","Even",FALSE,FALSE
"2016020809_199","Even",FALSE,FALSE
"2016020809_242","Even",TRUE,FALSE
"2016020291_69","Power Play",FALSE,FALSE
"2016020291_151","Even",FALSE,FALSE
"2016020291_154","Even",FALSE,FALSE
"2016020291_218","Even",FALSE,FALSE
"2016020291_226","Even",TRUE,FALSE
"2016020291_276","Power Play",FALSE,FALSE
"2016020291_280","Even",FALSE,FALSE
"2017020869_39","Even",FALSE,FALSE
"2017020869_44","Even",FALSE,FALSE
"2017020869_89","Power Play",FALSE,FALSE
"2017020869_122","Power Play",TRUE,FALSE
"2017020869_155","Power Play",FALSE,FALSE
"2017020869_180","Power Play",FALSE,FALSE
"2017020869_213","Even",FALSE,FALSE
"2017020869_267","Even",FALSE,FALSE
"2017020869_302","Even",FALSE,FALSE
"2017020869_319","Even",FALSE,FALSE
"2016020620_36","Even",FALSE,FALSE
"2016020620_61","Even",FALSE,FALSE
"2016020620_120","Even",TRUE,FALSE
"2016020191_27","Even",FALSE,FALSE
"2016020191_58","Even",FALSE,FALSE
"2016020191_120","Power Play",FALSE,FALSE
"2016020191_147","Power Play",TRUE,FALSE
"2016020191_161","Even",FALSE,FALSE
"2016020191_199","Power Play",FALSE,FALSE
"2016020191_213","Power Play",FALSE,FALSE
"2016020191_244","Power Play",FALSE,FALSE
"2016020191_297","Short Handed",FALSE,FALSE
"2016020191_322","Even",FALSE,FALSE
"2017021033_25","Even",FALSE,FALSE
"2017021033_177","Even",FALSE,FALSE
"2017021033_192","Even",FALSE,FALSE
"2017021033_290","Even",TRUE,FALSE
"2017021033_296","Even",FALSE,FALSE
"2015020563_88","Power Play",TRUE,FALSE
"2017020314_94","Even",FALSE,FALSE
"2017020314_121","Power Play",FALSE,FALSE
"2017020314_143","Even",FALSE,FALSE
"2017020314_254","Even",FALSE,FALSE
"2017020314_282","Power Play",FALSE,FALSE
"2017020314_314","Even",FALSE,FALSE
"2017020314_328","Even",TRUE,FALSE
"2016021211_52","Even",FALSE,FALSE
"2016021211_54","Even",FALSE,FALSE
"2016021211_146","Power Play",FALSE,FALSE
"2016021211_169","Power Play",FALSE,FALSE
"2016021211_286","Even",FALSE,FALSE
"2016021211_311","Even",FALSE,FALSE
"2016021211_330","Even",TRUE,FALSE
"2016021211_339","Even",FALSE,TRUE
"2015021189_145","Power Play",FALSE,FALSE
"2015021189_182","Even",TRUE,FALSE
"2015021189_233","Power Play",FALSE,FALSE
"2015021189_247","Even",FALSE,TRUE
"2015021019_91","Even",FALSE,FALSE
"2015021019_212","Even",FALSE,FALSE
"2015021019_276","Power Play",FALSE,FALSE
"2015021019_294","Power Play",FALSE,FALSE
"2015021019_319","Even",TRUE,FALSE
"2015021021_56","Even",FALSE,FALSE
"2015021021_65","Even",FALSE,FALSE
"2015021021_77","Even",TRUE,FALSE
"2015021021_167","Power Play",FALSE,FALSE
"2015021021_305","Even",FALSE,TRUE
"2017021222_15","Even",FALSE,FALSE
"2017021222_52","Even",FALSE,FALSE
"2017021222_139","Power Play",FALSE,FALSE
"2017021222_202","Even",FALSE,FALSE
"2017021222_300","Even",FALSE,FALSE
"2017021222_314","Even",FALSE,FALSE
"2017021222_375","Even",TRUE,FALSE
"2016020417_29","Even",FALSE,FALSE
"2016020417_68","Power Play",FALSE,FALSE
"2016020417_140","Even",FALSE,FALSE
"2016020417_149","Even",FALSE,FALSE
"2016020417_191","Even",TRUE,FALSE
"2016020417_215","Even",FALSE,FALSE
"2016020417_232","Even",FALSE,FALSE
"2016020417_241","Even",FALSE,FALSE
"2017020707_257","Even",FALSE,FALSE
"2017020707_272","Even",FALSE,FALSE
"2017020707_302","Even",TRUE,FALSE
"2016020393_95","Even",FALSE,FALSE
"2016020393_110","Power Play",FALSE,FALSE
"2016020393_162","Even",FALSE,FALSE
"2016020393_168","Even",FALSE,FALSE
"2016020393_190","Even",FALSE,FALSE
"2016020393_230","Even",FALSE,FALSE
"2016020393_251","Even",FALSE,FALSE
"2016020393_258","Even",FALSE,FALSE
"2016020393_295","Even",FALSE,FALSE
"2016020393_304","Even",FALSE,FALSE
"2016020393_351","Even",FALSE,NA
"2016020393_352","Even",FALSE,NA
"2016020393_356","Even",FALSE,NA
"2017021078_24","Even",FALSE,FALSE
"2017021078_31","Even",FALSE,FALSE
"2017021078_92","Even",FALSE,FALSE
"2017021078_100","Even",FALSE,FALSE
"2017021078_162","Even",FALSE,FALSE
"2017021078_209","Even",FALSE,FALSE
"2017021078_284","Even",FALSE,FALSE
"2017021078_315","Power Play",FALSE,FALSE
"2017021078_328","Even",FALSE,FALSE
"2017021078_360","Even",FALSE,FALSE
"2017021078_398","Even",FALSE,NA
"2017021078_403","Even",TRUE,NA
"2016020344_26","Even",FALSE,FALSE
"2016020344_117","Even",TRUE,FALSE
"2016020344_123","Even",FALSE,FALSE
"2016020344_153","Power Play",FALSE,FALSE
"2016020344_320","Even",FALSE,TRUE
"2016020913_27","Power Play",FALSE,FALSE
"2016020913_123","Even",FALSE,FALSE
"2016020913_173","Even",TRUE,FALSE
"2016020913_257","Even",FALSE,FALSE
"2015020053_175","Even",TRUE,FALSE
"2015020053_336","Even",FALSE,FALSE
"2015020053_351","Even",FALSE,TRUE
"2017020737_33","Even",FALSE,FALSE
"2017020737_47","Power Play",FALSE,FALSE
"2017020737_56","Even",FALSE,FALSE
"2017020737_65","Even",FALSE,FALSE
"2017020737_222","Power Play",FALSE,FALSE
"2017020737_313","Even",FALSE,FALSE
"2017020737_332","Even",TRUE,FALSE
"2015020778_51","Even",FALSE,FALSE
"2015020778_66","Even",TRUE,FALSE
"2015020778_122","Power Play",FALSE,FALSE
"2015020778_140","Even",FALSE,FALSE
"2015020778_195","Even",FALSE,FALSE
"2015020778_199","Power Play",FALSE,FALSE
"2015020785_40","Power Play",FALSE,FALSE
"2015020785_102","Even",FALSE,FALSE
"2015020785_142","Even",FALSE,FALSE
"2015020785_200","Power Play",TRUE,FALSE
"2015020785_218","Even",FALSE,FALSE
"2015020785_313","Even",FALSE,FALSE
"2017020140_53","Even",FALSE,FALSE
"2017020140_78","Even",FALSE,FALSE
"2017020140_143","Even",FALSE,FALSE
"2017020140_147","Even",TRUE,FALSE
"2017020140_189","Even",FALSE,FALSE
"2017020140_245","Power Play",FALSE,FALSE
"2017020140_327","Even",FALSE,TRUE
"2016020456_25","Even",FALSE,FALSE
"2016020456_129","Power Play",FALSE,FALSE
"2016020456_155","Even",FALSE,FALSE
"2016020456_167","Even",FALSE,FALSE
"2016020456_201","Power Play",FALSE,FALSE
"2016020456_274","Even",FALSE,FALSE
"2016020456_334","Even",FALSE,NA
"2016020456_336","Even",FALSE,NA
"2016020476_59","Even",FALSE,FALSE
"2016020476_286","Even",FALSE,FALSE
"2016020476_345","Even",FALSE,NA
"2016020232_175","Even",FALSE,FALSE
"2016020232_260","Even",FALSE,FALSE
"2016020232_302","Even",TRUE,FALSE
"2016020952_143","Power Play",FALSE,FALSE
"2016020952_174","Even",FALSE,FALSE
"2016020952_201","Even",FALSE,FALSE
"2016020952_243","Even",FALSE,FALSE
"2016020952_252","Even",TRUE,FALSE
"2016020813_148","Power Play",FALSE,FALSE
"2016020813_155","Even",FALSE,FALSE
"2016020813_312","Even",FALSE,NA
"2015020995_47","Even",FALSE,FALSE
"2015020995_110","Even",FALSE,FALSE
"2015020995_130","Even",FALSE,FALSE
"2015020995_154","Short Handed",FALSE,FALSE
"2015020995_235","Short Handed",FALSE,FALSE
"2015020995_321","Even",FALSE,FALSE
"2015020995_358","Even",FALSE,NA
"2015020995_359","Even",FALSE,NA
"2015020995_361","Even",FALSE,NA
"2015020250_26","Even",FALSE,FALSE
"2015020250_108","Even",TRUE,FALSE
"2015020250_110","Even",FALSE,FALSE
"2015020250_180","Even",FALSE,FALSE
"2015020250_198","Short Handed",FALSE,FALSE
"2015020250_287","Power Play",FALSE,FALSE
"2015020250_300","Even",FALSE,FALSE
"2017020372_72","Even",FALSE,FALSE
"2017020372_201","Even",FALSE,FALSE
"2017020372_214","Power Play",TRUE,FALSE
"2017020372_224","Even",FALSE,FALSE
"2017020372_267","Even",FALSE,FALSE
"2017020956_29","Even",TRUE,FALSE
"2017020956_282","Even",FALSE,TRUE
"2016020895_48","Even",TRUE,FALSE
"2016020895_174","Even",FALSE,FALSE
"2016020895_332","Even",FALSE,TRUE
"2017020272_90","Even",FALSE,FALSE
"2017020272_128","Even",TRUE,FALSE
"2017020272_146","Even",FALSE,FALSE
"2017020272_193","Even",FALSE,FALSE
"2017020272_246","Even",FALSE,FALSE
"2015020189_194","Even",FALSE,FALSE
"2015020189_206","Power Play",FALSE,FALSE
"2015020189_225","Even",FALSE,FALSE
"2015020189_255","Power Play",FALSE,FALSE
"2015020189_290","Even",TRUE,FALSE
"2017020741_50","Even",FALSE,FALSE
"2017020741_95","Even",FALSE,FALSE
"2017020741_176","Even",FALSE,FALSE
"2017020741_186","Even",FALSE,FALSE
"2017020741_196","Power Play",FALSE,FALSE
"2017020741_209","Even",TRUE,FALSE
"2017020741_304","Even",FALSE,FALSE
"2017020741_322","Even",FALSE,FALSE
"2017020741_352","Power Play",FALSE,TRUE
"2015020216_134","Even",TRUE,FALSE
"2015020216_203","Even",FALSE,FALSE
"2015020499_45","Even",FALSE,FALSE
"2015020499_80","Even",FALSE,FALSE
"2015020499_95","Even",FALSE,FALSE
"2015020499_100","Even",TRUE,FALSE
"2015020499_241","Even",FALSE,FALSE
"2015020499_251","Even",FALSE,FALSE
"2015020499_284","Even",FALSE,TRUE
"2017020133_249","Even",TRUE,FALSE
"2015020321_56","Power Play",FALSE,FALSE
"2015020321_79","Even",FALSE,FALSE
"2015020321_158","Power Play",FALSE,FALSE
"2015020321_214","Even",FALSE,FALSE
"2015020321_243","Even",FALSE,FALSE
"2015020321_277","Even",FALSE,FALSE
"2015020321_302","Even",TRUE,FALSE
"2017020449_43","Even",FALSE,FALSE
"2017020449_171","Even",FALSE,FALSE
"2017020449_193","Even",FALSE,FALSE
"2017020449_200","Even",TRUE,FALSE
"2017020449_258","Even",FALSE,FALSE
"2017020449_261","Even",FALSE,FALSE
"2017020449_295","Even",FALSE,FALSE
"2016020185_32","Power Play",FALSE,FALSE
"2016020185_46","Even",FALSE,FALSE
"2016020185_265","Even",FALSE,FALSE
"2016020185_285","Even",FALSE,FALSE
"2016020185_352","Even",FALSE,NA
"2015020738_7","Even",FALSE,FALSE
"2015020738_48","Even",FALSE,FALSE
"2015020738_209","Even",TRUE,FALSE
"2016020026_38","Even",FALSE,FALSE
"2016020026_49","Power Play",FALSE,FALSE
"2016020026_68","Even",FALSE,FALSE
"2016020026_124","Even",FALSE,FALSE
"2016020026_221","Power Play",FALSE,FALSE
"2016020026_257","Power Play",TRUE,FALSE
"2016020026_272","Even",FALSE,FALSE
"2016020026_311","Even",FALSE,FALSE
"2015021043_76","Even",FALSE,FALSE
"2015021043_154","Power Play",TRUE,FALSE
"2015021043_182","Even",FALSE,FALSE
"2015021043_209","Even",FALSE,FALSE
"2015021043_287","Even",FALSE,FALSE
"2017020960_110","Even",FALSE,FALSE
"2017020960_145","Even",FALSE,FALSE
"2017020960_159","Power Play",FALSE,FALSE
"2017020960_285","Even",FALSE,FALSE
"2017020960_359","Even",TRUE,FALSE
"2015020317_66","Even",FALSE,FALSE
"2015020317_111","Even",FALSE,FALSE
"2015020317_149","Even",TRUE,FALSE
"2015020317_195","Even",FALSE,FALSE
"2015020317_279","Even",FALSE,FALSE
"2016021095_55","Even",FALSE,FALSE
"2016021095_81","Even",FALSE,FALSE
"2016021095_179","Even",TRUE,FALSE
"2016021095_242","Even",FALSE,FALSE
"2016021095_285","Even",FALSE,TRUE
"2015020637_46","Even",FALSE,FALSE
"2015020637_87","Even",FALSE,FALSE
"2015020637_91","Even",TRUE,FALSE
"2015020637_166","Short Handed",FALSE,FALSE
"2015020637_268","Even",FALSE,FALSE
"2015020413_63","Even",FALSE,FALSE
"2015020413_132","Even",FALSE,FALSE
"2015020413_201","Short Handed",TRUE,FALSE
"2015020413_251","Even",FALSE,FALSE
"2015020413_310","Even",FALSE,TRUE
"2016021122_17","Power Play",FALSE,FALSE
"2016021122_81","Even",FALSE,FALSE
"2016021122_107","Power Play",TRUE,FALSE
"2016021122_137","Power Play",FALSE,FALSE
"2016021122_157","Even",FALSE,FALSE
"2016021122_162","Even",FALSE,FALSE
"2017020307_133","Even",TRUE,FALSE
"2017020307_248","Even",FALSE,FALSE
"2017020307_298","Even",FALSE,TRUE
"2016021145_31","Even",FALSE,FALSE
"2016021145_94","Even",FALSE,FALSE
"2016021145_112","Even",FALSE,FALSE
"2016021145_150","Even",FALSE,FALSE
"2016021145_164","Power Play",FALSE,FALSE
"2016021145_176","Power Play",TRUE,FALSE
"2016021145_217","Even",FALSE,FALSE
"2016021145_230","Power Play",FALSE,FALSE
"2017020189_88","Even",FALSE,FALSE
"2017020189_161","Short Handed",FALSE,FALSE
"2017020189_320","Even",TRUE,FALSE
"2015020937_115","Even",FALSE,FALSE
"2015020937_274","Even",FALSE,FALSE
"2015020937_334","Short Handed",TRUE,FALSE
"2015020544_7","Even",FALSE,FALSE
"2015020544_48","Even",FALSE,FALSE
"2015020544_55","Even",FALSE,FALSE
"2015020544_113","Even",FALSE,FALSE
"2015020544_165","Even",FALSE,FALSE
"2015020544_227","Even",TRUE,FALSE
"2015020544_237","Even",FALSE,FALSE
"2015020544_286","Even",FALSE,FALSE
"2015020544_340","Even",FALSE,TRUE
"2015020368_25","Even",FALSE,FALSE
"2015020368_143","Even",TRUE,FALSE
"2015020368_158","Even",FALSE,FALSE
"2015020368_195","Power Play",FALSE,FALSE
"2015020368_287","Power Play",FALSE,FALSE
"2015020368_331","Even",FALSE,TRUE
"2015021221_9","Even",FALSE,FALSE
"2015021221_22","Even",FALSE,FALSE
"2015021221_36","Even",TRUE,FALSE
"2015021221_119","Even",FALSE,FALSE
"2015021221_142","Even",FALSE,FALSE
"2015021221_202","Power Play",FALSE,FALSE
"2015021221_262","Even",FALSE,TRUE
"2016021138_24","Even",FALSE,FALSE
"2016021138_75","Even",FALSE,FALSE
"2016021138_216","Even",TRUE,FALSE
"2016021138_259","Even",FALSE,FALSE
"2016021138_296","Even",FALSE,FALSE
"2017020659_31","Even",FALSE,FALSE
"2017020659_186","Even",FALSE,FALSE
"2017020659_227","Even",FALSE,FALSE
"2017020659_252","Even",FALSE,FALSE
"2017020659_309","Even",TRUE,FALSE
"2017021246_31","Even",FALSE,FALSE
"2017021246_83","Even",FALSE,FALSE
"2017021246_103","Even",FALSE,FALSE
"2017021246_156","Even",FALSE,FALSE
"2017021246_172","Even",FALSE,FALSE
"2017021246_219","Even",TRUE,FALSE
"2017021246_221","Even",FALSE,FALSE
"2015020278_26","Even",FALSE,FALSE
"2015020278_138","Even",FALSE,FALSE
"2015020278_156","Even",FALSE,FALSE
"2015020278_175","Power Play",TRUE,FALSE
"2015020278_186","Even",FALSE,FALSE
"2015020278_249","Even",FALSE,FALSE
"2017020587_49","Power Play",TRUE,FALSE
"2017020587_135","Even",FALSE,FALSE
"2017020587_149","Even",FALSE,FALSE
"2017020587_194","Power Play",FALSE,FALSE
"2017020587_241","Power Play",FALSE,FALSE
"2016020636_13","Even",FALSE,FALSE
"2016020636_17","Even",FALSE,FALSE
"2016020636_52","Even",FALSE,FALSE
"2016020636_186","Even",TRUE,FALSE
"2016020636_219","Power Play",FALSE,FALSE
"2016020636_245","Even",FALSE,FALSE
"2016020636_323","Even",FALSE,TRUE
"2015020099_83","Even",FALSE,FALSE
"2015020099_136","Power Play",TRUE,FALSE
"2015020099_166","Even",FALSE,FALSE
"2015020099_232","Even",FALSE,FALSE
"2015020099_309","Power Play",FALSE,FALSE
"2016020958_23","Even",FALSE,FALSE
"2016020958_42","Power Play",TRUE,FALSE
"2016020958_44","Even",FALSE,FALSE
"2016020958_128","Even",FALSE,FALSE
"2016020958_134","Even",FALSE,FALSE
"2016020958_258","Even",FALSE,FALSE
"2016020958_285","Even",FALSE,FALSE
"2017021129_103","Power Play",FALSE,FALSE
"2017021129_158","Power Play",FALSE,FALSE
"2017021129_180","Even",TRUE,FALSE
"2017021129_214","Power Play",FALSE,FALSE
"2017021129_386","Even",FALSE,TRUE
"2017021129_390","Even",FALSE,FALSE
"2015021017_104","Short Handed",FALSE,FALSE
"2015021017_191","Short Handed",FALSE,FALSE
"2015021017_233","Power Play",TRUE,FALSE
"2015021017_289","Even",FALSE,FALSE
"2015021017_311","Even",FALSE,TRUE
"2016021048_118","Even",FALSE,FALSE
"2016021048_123","Even",FALSE,FALSE
"2016021048_185","Even",TRUE,FALSE
"2016021048_336","Power Play",FALSE,FALSE
"2016021048_394","Even",FALSE,TRUE
"2017020603_43","Even",FALSE,FALSE
"2017020603_52","Even",FALSE,FALSE
"2017020603_156","Even",TRUE,FALSE
"2017020603_268","Even",FALSE,FALSE
"2017020603_292","Even",FALSE,FALSE
"2017020603_313","Even",FALSE,TRUE
"2016020768_51","Even",FALSE,FALSE
"2016020768_53","Even",FALSE,FALSE
"2016020768_201","Even",TRUE,FALSE
"2015020479_220","Even",TRUE,FALSE
"2015020479_291","Even",FALSE,TRUE
"2016020836_15","Even",FALSE,FALSE
"2016020836_146","Power Play",FALSE,FALSE
"2016020836_159","Power Play",FALSE,FALSE
"2016020836_199","Even",TRUE,FALSE
"2016020836_212","Even",FALSE,FALSE
"2015020796_44","Power Play",FALSE,FALSE
"2015020796_52","Even",FALSE,FALSE
"2015020796_202","Power Play",TRUE,FALSE
"2017020857_78","Short Handed",FALSE,FALSE
"2017020857_93","Even",FALSE,FALSE
"2017020857_115","Short Handed",FALSE,FALSE
"2017020857_124","Even",FALSE,FALSE
"2017020857_136","Power Play",FALSE,FALSE
"2017020857_180","Even",FALSE,FALSE
"2017020857_289","Even",TRUE,FALSE
"2017020857_317","Even",FALSE,TRUE
"2015020138_211","Even",FALSE,FALSE
"2015020138_231","Power Play",FALSE,FALSE
"2015020138_257","Even",TRUE,FALSE
"2015020138_267","Power Play",FALSE,FALSE
"2015020138_366","Even",FALSE,TRUE
"2015020452_123","Even",FALSE,FALSE
"2015020452_268","Even",FALSE,FALSE
"2015020452_275","Even",TRUE,FALSE
"2015020897_85","Even",FALSE,FALSE
"2015020897_227","Short Handed",TRUE,FALSE
"2015020897_259","Even",FALSE,FALSE
"2017021207_117","Even",TRUE,FALSE
"2017021207_201","Even",FALSE,FALSE
"2017020596_40","Even",TRUE,FALSE
"2017020596_92","Even",FALSE,FALSE
"2017020596_140","Even",FALSE,FALSE
"2017020596_165","Power Play",FALSE,FALSE
"2017020596_257","Even",FALSE,FALSE
"2017020596_261","Even",FALSE,FALSE
"2015020958_158","Even",FALSE,FALSE
"2015020958_175","Power Play",FALSE,FALSE
"2015020958_277","Power Play",TRUE,FALSE
"2017020877_188","Even",TRUE,FALSE
"2017020877_273","Even",FALSE,FALSE
"2015020198_107","Even",FALSE,FALSE
"2015020198_150","Even",FALSE,FALSE
"2015020198_286","Power Play",TRUE,FALSE
"2017021231_30","Even",FALSE,FALSE
"2017021231_39","Power Play",FALSE,FALSE
"2017021231_63","Even",FALSE,FALSE
"2017021231_95","Power Play",FALSE,FALSE
"2017021231_112","Power Play",FALSE,FALSE
"2017021231_176","Power Play",FALSE,FALSE
"2017021231_276","Even",FALSE,FALSE
"2017021231_312","Power Play",FALSE,FALSE
"2017021231_340","Even",TRUE,FALSE
"2016020687_80","Even",FALSE,FALSE
"2016020687_172","Even",TRUE,FALSE
"2016020687_206","Even",FALSE,FALSE
"2016020687_210","Even",FALSE,FALSE
"2016020687_240","Power Play",FALSE,FALSE
"2016020687_304","Even",FALSE,FALSE
"2016020687_308","Short Handed",FALSE,FALSE
"2016020687_314","Even",FALSE,FALSE
"2015020708_173","Even",FALSE,FALSE
"2015020708_286","Even",FALSE,FALSE
"2015020708_325","Even",FALSE,NA
"2015020177_203","Power Play",TRUE,FALSE
"2015020177_293","Even",FALSE,FALSE
"2015020177_312","Even",FALSE,TRUE
"2016021139_17","Power Play",FALSE,FALSE
"2016021139_44","Even",FALSE,FALSE
"2016021139_47","Even",FALSE,FALSE
"2016021139_115","Power Play",FALSE,FALSE
"2016021139_141","Even",TRUE,FALSE
"2016021139_160","Even",FALSE,FALSE
"2016021139_208","Even",FALSE,FALSE
"2016021139_274","Even",FALSE,TRUE
"2016020467_7","Even",FALSE,FALSE
"2016020467_92","Even",FALSE,FALSE
"2016020467_111","Even",FALSE,FALSE
"2016020467_146","Even",FALSE,FALSE
"2016020467_167","Even",FALSE,FALSE
"2016020467_183","Even",FALSE,FALSE
"2016020467_189","Even",FALSE,FALSE
"2016020467_201","Even",FALSE,FALSE
"2016020467_262","Even",TRUE,FALSE
"2016020467_279","Even",FALSE,TRUE
"2015020375_25","Even",FALSE,FALSE
"2015020375_188","Even",FALSE,FALSE
"2015020375_231","Even",FALSE,FALSE
"2015020375_253","Short Handed",FALSE,FALSE
"2015020375_275","Even",TRUE,FALSE
"2015020001_25","Even",FALSE,FALSE
"2015020001_124","Power Play",FALSE,FALSE
"2015020001_289","Even",TRUE,FALSE
"2015020001_330","Even",FALSE,TRUE
"2015020806_16","Even",FALSE,FALSE
"2015020806_197","Even",TRUE,FALSE
"2015020806_260","Power Play",FALSE,FALSE
"2015020806_263","Even",FALSE,TRUE
"2015021149_26","Even",FALSE,FALSE
"2015021149_227","Even",FALSE,FALSE
"2015021149_241","Even",TRUE,FALSE
"2015021163_69","Even",FALSE,FALSE
"2015021163_76","Even",FALSE,FALSE
"2015021163_88","Even",FALSE,FALSE
"2015021163_153","Even",FALSE,FALSE
"2015021163_176","Even",FALSE,FALSE
"2015021163_214","Even",FALSE,FALSE
"2015021163_225","Power Play",FALSE,FALSE
"2015021163_245","Even",FALSE,FALSE
"2015021163_263","Even",FALSE,FALSE
"2015021163_304","Power Play",TRUE,FALSE
"2015021163_321","Even",FALSE,FALSE
"2015021131_86","Even",FALSE,FALSE
"2015021131_140","Even",FALSE,FALSE
"2015021131_207","Even",FALSE,FALSE
"2015021131_256","Even",FALSE,FALSE
"2015021131_268","Even",TRUE,FALSE
"2015020260_132","Even",FALSE,FALSE
"2015020260_155","Even",FALSE,FALSE
"2015020260_160","Even",TRUE,FALSE
"2015020260_170","Even",FALSE,FALSE
"2015020260_353","Even",FALSE,TRUE
"2015021051_72","Even",FALSE,FALSE
"2015021051_78","Even",FALSE,FALSE
"2015021051_202","Even",TRUE,FALSE
"2015021051_225","Even",FALSE,FALSE
"2015020120_27","Even",FALSE,FALSE
"2015020120_42","Even",FALSE,FALSE
"2015020120_174","Even",FALSE,FALSE
"2015020120_282","Power Play",FALSE,FALSE
"2015020120_299","Power Play",TRUE,FALSE
"2015020097_23","Even",FALSE,FALSE
"2015020097_27","Even",FALSE,FALSE
"2015020097_131","Power Play",FALSE,FALSE
"2015020097_219","Power Play",TRUE,FALSE
"2015020097_256","Power Play",FALSE,FALSE
"2016020104_6","Even",FALSE,FALSE
"2016020104_106","Even",TRUE,FALSE
"2016020104_156","Power Play",FALSE,FALSE
"2016020104_238","Power Play",FALSE,FALSE
"2016020104_288","Power Play",FALSE,FALSE
"2017020277_74","Even",FALSE,FALSE
"2017020277_174","Even",FALSE,FALSE
"2017020277_206","Even",FALSE,FALSE
"2017020277_236","Even",TRUE,FALSE
"2017020277_263","Even",FALSE,FALSE
"2017020277_350","Even",FALSE,FALSE
"2016020767_24","Even",FALSE,FALSE
"2016020767_60","Even",FALSE,FALSE
"2016020767_67","Even",FALSE,FALSE
"2016020767_171","Even",FALSE,FALSE
"2016020767_180","Even",FALSE,FALSE
"2016020767_193","Power Play",FALSE,FALSE
"2016020767_195","Even",FALSE,FALSE
"2016020767_283","Even",FALSE,FALSE
"2016020767_294","Even",TRUE,FALSE
"2017021120_149","Even",FALSE,FALSE
"2017021120_177","Even",FALSE,FALSE
"2017021120_217","Even",FALSE,FALSE
"2017021120_231","Even",FALSE,FALSE
"2017021120_313","Even",TRUE,FALSE
"2017021120_330","Even",FALSE,TRUE
"2017021120_343","Even",FALSE,TRUE
"2015020325_27","Even",FALSE,FALSE
"2015020325_84","Even",FALSE,FALSE
"2015020325_135","Even",FALSE,FALSE
"2015020325_231","Even",FALSE,FALSE
"2015020325_247","Even",TRUE,FALSE
"2017020178_18","Even",FALSE,FALSE
"2017020178_31","Even",FALSE,FALSE
"2017020178_108","Even",FALSE,FALSE
"2017020178_121","Even",FALSE,FALSE
"2017020178_166","Even",FALSE,FALSE
"2017020178_229","Even",FALSE,FALSE
"2017020178_259","Power Play",FALSE,FALSE
"2017020178_279","Even",FALSE,FALSE
"2017020178_303","Power Play",TRUE,FALSE
"2017020178_329","Even",FALSE,TRUE
"2016020345_153","Power Play",FALSE,FALSE
"2016020345_322","Even",FALSE,FALSE
"2016020345_364","Even",FALSE,NA
"2016020345_365","Even",FALSE,NA
"2016020345_368","Even",FALSE,NA
"2017020159_178","Power Play",FALSE,FALSE
"2017020159_210","Power Play",TRUE,FALSE
"2017020159_214","Even",FALSE,FALSE
"2017020159_225","Even",FALSE,FALSE
"2017020159_258","Even",FALSE,FALSE
"2015020549_138","Even",FALSE,FALSE
"2015020549_146","Even",FALSE,FALSE
"2015020549_148","Even",TRUE,FALSE
"2015020549_171","Even",FALSE,FALSE
"2015020549_194","Even",FALSE,FALSE
"2015020549_248","Even",FALSE,FALSE
"2015020549_306","Power Play",FALSE,FALSE
